ft,id,lg,predicted_label,classification_result,correct,article_link
"Venez à moi vous tous qui êtes fati gués et chargés, et Je vous soula gerai. Matthieu 11, v. 28. Repose en paix. Monsieur et Madame Alfred Luthi et leur fils Gilbert, ainsi que les familles parentes et alliées, ont la profonde douleur de faire part à leurs amis et connaissances du décès de leur chère et regrettée parente, MADAME VEUVE Marie HUGUENIN née LUTHI enlevée à leur tendre affection, mardi matin, dans sa 85 e année. La Chaux-de-Fonds, le 25 août 1953. L'incinération, SANS SUITE, aura lieu jeudi 27 courant, à 14 heures. Culte à la Chapelle de l'hôpital à 13 heures 30. Une urne funéraire sera déposée devant le domicile mortuaire : Impasse des Clématites 12. Le présent avis tient lieu de lettre de faire-part. --, ",IMP-1953-08-25-a-i0102,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1953-08-25-a-i0102
"Couple sans enfants cherche pour le 24 septembre appartementde appartementde trois pièces et demie à cinq pièces, avec tout confort moderne, de préférence au sud-ouest de la ville. Adresser offres écrites à T. E. 775 au bureau de la Feuille d'avis. ",EXP-1955-06-17-a-i0061,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1955-06-17-a-i0061
"B ~ ""'1 / « _* _v _* _v _? V combat efficacement les cheveux gras. Doux mLt _^ L. TÉ"" t * _^ 6 _?'/ v''hwlf ^^ l Ln _« IP lotion-nnur _) p <; rhpvpiix nffrant uns _* y _^ BÊ _m \\ iWÊ // X \ 7 / .-.... È Z S c ? / i / _^ _W ^^*/,, -. ¦,..... i îti yA _^'_/ _Jfàfefx _^. w tÊ _^ _Hml _bcuiu _IUITUII puur _iyb cneveux _oiiruoi uni ; _&. *} _- ¦. ^^ _j _^ _gg ^^^^^ g M f'_ir /^ f Ls nouveau fxâtf oour Ï 6 S _. _chsvâuc ^) ux SM 3 o / ",EXP-1955-11-02-a-i0131,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1955-11-02-a-i0131
"RESTAURANT «ALA GERLE » M. ANDRÉ MISEREZ, 3, RUELLE DUBLÉ Le mardi 8 novembre 1955 de 10 h. 30 à 13 heures LA MAISON WeLssfioç VOUS INVITE A UNE DÉGUSTATION l lHIl ri VA 1 «DE «DE SON APÉRITIF « WEISSFLOG », FIN ET LÉGER Connu depuis 1860 b. I u ",EXP-1955-11-07-a-i0120,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1955-11-07-a-i0120
"COURONNE DE LAVENT La plus belle est bulloise Aujourdhui à Caux, Jessica Savary se verra remettre le prix de la plus belle couronne de lAvent réalisée dans le cadre du marché de Noël de Montreux. La création de lapprentie de la maison bulloise Asclépiade a été plébiscitée par le public, qui l a préférée à 18 concurrentes. PP ",LLE-2011-01-15-a-i0200,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-01-15-a-i0200
"fuite en avant de tourne à la folie meurtrière LIBYE • La situation dégénère en Libye. Après une nouvelle journée de manifestations contre le régime de Mouammar Kadhafi, les émeutes onl gagné la capitale, Tripoli, poui la première fois depuis le début des troubles. Selon Al-Jazira, qui cite des témoins sui place, des avions de l armée de munitions réelles sur des ma * nifestants dans de nombreux sites de la capitale. Les autorités libyennes ont parlé d une opération contre « ceux semant la terreur ». Plusieurs villes seraient tombées au? mains des manifestants. Le bilan des victimes augmente ei les dénonciations internationales pleuvent. > l ",LLE-2011-02-22-a-i0339,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-02-22-a-i0339
"CINEMOTION-LES APOLLO RIO-2 d de Carios Saldanha, o-7 VF tous les jours 13. 45, 16. 05, 18. 35, 21. 00 + di 11. 00 SCREAM 4 de Wes Craven, 16-16 VF 18. 00, 20. 45 SUCKER PUNCH de Zack Snyder, 14-16 VF 20. 30, derniers jours TITEUF, LE FILM-2 d. de Zep, 7-10 VFtous lesjours 14. 10, 16. 20, 18. 35 WINNIE LOURSON de Carlos Saldanha, 0-5 VF sa / di / lu / ma 14. 00, 15. 55 BLACK SWAN de Daren Aronofsky, 14-14 VFdi 11. 10, dernier jour! LE SENTIER DES VACHES de Jean-Théo Aeby, 0-7 VF di 11. 20-sans entracte, dernier jour! ",LLE-2011-04-16-a-i0148,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-04-16-a-i0148
"CINEMOTION-LES APOLLO LE MYTHO-JUST GO WITH IT de Dennis Dugan, 10-14 VF 21. 00, derniers jours RIO de Carlos Saldanha, 0-7 VF je / ve / sa / di 13. 45, 16. 05, 18. 25 SCREAM 4 de Wes Craven, 16-16 VF 20. 30, derniers jours TITEUF, LE FILM -2 d, de Zep, 7-10 VF je / ve / sa / di 14. 10, 16. 20, 18. 35 WINNIE LOURSON de Carlos Saldanha, 0-5 VF je / ve / sa / di 14. 00, derniers jours THOR de Kenneth Branagh, 12-12 VF 20. 45 + je / ve / sa / di 17. 40 ",LLE-2011-04-28-a-i0027,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-04-28-a-i0027
"Tais-toi papa! lors d un match de football à Arconciel, le 7 mai 2011. ALAIN WICHT ",LLE-2011-05-24-a-i0265,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-05-24-a-i0265
"VALLÉE DE JOUX Vacheron Constantin voit grand La manufacture horlogère Vacheron Constantin se développe à la vallée de Joux. Elle compte se concentrer au Brassus et doubler sa surface de production. Linvestissement devrait avoisiner les 30 millions de francs. La demande pour construire un nouveau bâtiment a été mise à lenquête publique, indiquait-on hier au siège genevois de Vacheron Constantin en confirmant des informations de « 24 heures ». Les ateliers de la manufacture sont répartis actuellement dans plusieurs bâtiments au Sentier. ATS ",LLE-2011-07-20-a-i0044,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-07-20-a-i0044
"SUDOKU | byEx -P erience-Ch MOTS CROISÉS 123456789 10 1. Une des plus célèbres plages du monde. ^ 2. Ville de Lurons. Agave originaire du Mexique. 3. Modifiées en longueur. Le titane. 2 4. Massifs montagneux de faible alti- tude. q 5. Qu on a connu plus coulantes. Vilfe portuaire japonaise. 6. Un peu de pognon. Mettra une cou- 4 verture. 7. Trouve à placer. Un assassin en puis-,-sance. *-8. Très musical. Décollage immédiat. Plante herbacée assez largement 5 répandue. 10. Arrose Chartres au passage. Egratigner au moins une personne. 1. Elle a des mains ravissantes. 2. Graves offenses. ^-Demander grâce. Russe couronné, déchu de son titre. 4. Ouvrait à la circulation. Témoin de naissance. 5 ville située dans la banlieue nord H Athà a AtneneS. 6. Absence de germes infectieux. Bon ^ JSSS tam. brfciigwa Sans occupation. g. Coeur difficile à prendre. Les gens du Nord 9-Diminutif féminin. Région humide du Berry * 10 * Se remarciue en tête de ligne. Terme dU jeU de bel° te- N° 1708 Difficile La règle du SUDOKU est on ne peut pius simple. Le but est de compléter la grille en utilisant les chiffres de 1 à 9 et en tenant compte que chaque ^*^ SOLUTION DU MARDI 11 OCTOBRE ^ trouvez solution avec une nouvelle gniie dans la j ^^ ed de Chemisiers. 2. Hiver. Onan. Ere. Ranci. 4. Wonder. Ode. Intrépides. 6. ND. Alêne. Géra. Norme. 8. Glu. Et. Aïr. 1. Chewing-gum. 2. Hirondelle. 3. Event. Rut. 4. Me. Draa. lf. 5. Irréel. Emu. 6. Arpenter. 7. lon Ino. Se. 8. Encodera. 9. Raide. Mite-10-Sn * Es P érer * GrHles de fabriCati 0 n s,,,,,, Ultimes Té Fureter- -y ^ Su DS-KU CH ",LLE-2011-10-12-a-i0041,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-10-12-a-i0041
"La direction et le personnel de ME Machines élévatrices Fribourg Sàrl ont le profond regret de faire part du décès de Madame Cécile GROSSRIEDER maman et belle-maman dAlbert et Michelle Grossrieder administrateurs de la société Pour les obsèques, prière de se référer à l avis de la famille ",LLE-2011-10-31-a-i0230,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-10-31-a-i0230
"NICOLAS FREIN En marge dune assemblée des délégués administrative et largement consensuelle vendredi dernier, le président des scouts fribourgeois revient sur le drame de la Pointe-de-Paray, où un scout biennois de treize ans a trouvé la mort le 3 août dernier. L accident de la Pointe-de- Paray a secoué tout le canton. Lassemblée des délé gués des scouts fribourgeois ne la pas évoqué? Pas beaucoup. Cette assemblée est une formalité administra- tive, qui examine les activités et létat de santé des troupes scoutes du canton. Elle nétait pas le lieu pour reparler de ce fait appel à la responsabilité de chacun, à son niveau de formation et de compétence. A ma connaissance, des raids de plusieurs jours en autonomie ne se font pas sans un encadrement par des moniteurs formés, Nous n avons pas là-dessus de contrôle précis, mais ce n est en tout cas pas préconisé, drame. Cela étant, les scouts fribourgeois sont dotés dune cellule de crise, qui pourrait être activée si un événement de ce genre arrivait à une troupe fri- bourgeoise, ce quà Dieu ne plaise. Il est évident que cette cellule a été immédiatement avisée du drame. Elle en a fait ensuite un thème de discus- sion. Cette cellule comprend deux membres du comité, qui peuvent être appelés pour tout problème, collaborent avec les services officiels et ont des contacts avec des personnes de référence en cas de besoin. Cet accident a-t-il changé quelque chose dans lorganisation et l encadrement de ce genre d activités? Difficile de répondre à notre niveau. Nous dépendons de las sociation faîtière nationale, qui gère les programmes et les formations au niveau suisse. Elle na pas émis de directives nouvelles à la suite de ce drame. Si elle en émet, nous les suivrons bien sûr. Quelle leçon personnelle le président des scouts fribourgeois tire-t-il de ce drame? Je nai pas envie de donner mon avis personnel sur ce drame. La parole est à la Justice, qui doit établir précisément les faits et les responsabilités. Si je devais mexprimer, ce ne serait pas avant que cette histoire soit terminée, PROPOS RECUEILLIS PAR ANTOINE RUF Les scouts fribourgeois pratiquent-ils aussi des activités en montagne et des raids de ce genre, et avec quel encadrement? Oui, bien sûr. L encadrement est assuré par des moniteurs Jeu- nesse et Sport, qui ont une for- mation stricte. Cela étant, on ",LLE-2011-11-29-a-i0434,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-2011-11-29-a-i0434
"NOS CADEAUX — * — AUJOURD'HUI, 27 e RÉPARTITION ** * * Voir en 9 e page les noms des bénéficiaires de notre 26 e répartition ",oecaen-1924-03-22-a-i0102,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/oecaen-1924-03-22-a-i0102
i-s£ç:-iiffiflMffl ,oecaen-1924-09-08-a-i0076,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/oecaen-1924-09-08-a-i0076
"ijniïjiTjirirsTï termine les 4.000 kilomètres du Tourde France sans pénalisation voitures au départ 6 voitures à 1 arrivée (4 TORPÉDOS, 2 CABRIOLETS) enlevant la Coupe ChallengeduTourdeFrance toutes catégories Consommation: 5 litres aux 100 kil om. Catalogue franco et essais gratuits sur demande: 1 Sté Anonyme des Automobiles et Cycles PEUGEOT Succursale à Nantes: 5, quai de l'lle Gloriette. 12 SUCCURSALES, 3.000 AGENTS ",oecaen-1924-05-25-a-i0093,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/oecaen-1924-05-25-a-i0093
"mmmW _^', **-m. *^^^^^ _Jw _S ''' 1 mmmmmm \ mmmmr _^ _WÉmtM ¦ _^ _rTrP I L 1 j I B 1 IT I I L. _^ i _^ _"" ^^^ B BOSS pi _llHiS _arrTri / a _^ _TWTK _« _Tr _^ mTJIIWi _^ _BraraSH 1891119 ÉrWSmmmÊ -I _araraS IHlill _^ _BBBBSSBiSBtilB ^^^ L _ _3 hrairarararararararararararararararararB m BraâaO TN & _MMHWf _^ MUnM _^ LraHTararararararararl La grande famille du voyage ¦ ¦¦ ¦ ",EXP-1996-02-27-a-i0248,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1996-02-27-a-i0248
"_Mj VINTERSPORTl # _» ¦¦ _„ ¦¦ « M Q = Piste éclairée U TOSALLI Bulfetffi d'enneigement i s _^, i— ^—i * , _•"" _, _# "" T _""','¦ c. "" ; randonnée a | _, „ 6 _^ _^ Lieux / Centres Stations Caractéristiques Classique Skating _\ ! 01 La Côte-aux-Fées La Côte-aux-Fées 20-40 Dure-print. 22,5 km 22,5 km ['WF _^ l _^ _lfcrTT ¦^^^ i _^ -WsW _^ t ¦ f \ ^^, _^, _^ B \ m _^ Ê _* J _ Wr J----.---_liT frW -: __\ W _ why- ^^! __\\\\\__\\ w _* _\''r ____ _^ i _'-^__ W \ w WWW >'¦''_BjMMMgj -- .--¦ ¦... \ X '^^^^ BF _^ _^ „. _^ _i _^ _fdd ^^^^^^^^^^^^^ H _Hhs _^--— ¦ \ _r ....... —~~ \ f _, j _\ W : ^^ gr w ¦ _^'^^ _Hf _^ _Ef ^^^^^ _lf ^^^^^^^^^^^^^^^^^^^^^^ _Hil ^^ Infographie-EEXPRESS-Pascal Tissier / Office du tourisme des Montagnes neuchâteloises (OTMN), Association neuchâteloise des skieurs de fond et de randonnées (ANSFR) ",EXP-1996-03-02-a-i0283,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1996-03-02-a-i0283
"¦ ¦^¦ _n ____________^ B _ B _^ n _ a __ B __________ K _ a BOUDRY _msmwmWËammMMMmmmUWÊmÊÊBsm La preuve que Dieu nous aime fl I c'est que le Christ est mort pour || nous. Rom. 5 : 8 Madame Liliane Grande-Bonabeze, à Boudry ; Monsieur Patrick Hugi, à Lausanne ; l | Monsieur François Hugi et son amie Mademoiselle Fabienne Wiedmer, à Boudry, ainsi que les familles parentes, alliées et amies, ont la grande douleur de faire part du décès de Monsieur Lorenzo GRANDE enlevé à leur tendre affection, dans sa 55 me année, muni des saints I sacrements de l'Eglise. 2017 Boudry, le 28 juin 1996. (Faubourg Philippe-Suchard 36) La cérémonie religieuse sera célébrée en l'église catholique de Boudry, I mardi 2 juillet, à 14 heures, suivie de l'inhumation en Italie. Le corps repose à l'Hôpital des Cadolles, à Neuchâtel. Prière de ne pas envoyer de fleurs Pour honorer sa mémoire, vous pouvez penser à la Ligue neuchâteloise contre le cancer, à Neuchâtel, CCP 20-6717-9 R. I. P. Cet avis tient lieu de lettre de faire part _____ -M __ W _-_ _MW __ B- ___ -B _ _B ___ _M ",EXP-1996-07-01-a-i0320,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1996-07-01-a-i0320
"Vente de poisson frais chaque vendredi matin En promotion le 1 er novembre 1996 (canton du Jura : vente jeudi 31 octobre 1996) Filets de Limande-sole \< M 26.5019 _. Super Centre Ville, Centre Bévîlard-MaIIeray Centre Moutier Centre Fleurier La Chaux-de-Fonds Centre Bassecourt Centre Saint-lmier Centre Vauseyon Super Centre Delémont Centre Tramelan Centre Colombier Centre St-Blaise Centre Saignelégier Centre Le Locle Centre Bevaix Offre valable du mardi au samedi dans nos Super Centres _OTM (_Cnan llc. _nchâic. 1 ïïîirâl ££ si° ^^ mr p iunS "" jura ll ",EXP-1996-10-31-a-i0112,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1996-10-31-a-i0112
"* Un cours rajpide de modes commencera lnndi 11 ilêcomhre, à 2 heur. es à lKcole ùe Ganibncii... Duire àes cours: 12 leçons do: 3 h | Iunances dinscri ptipn: Fr; i «. — ",LLE-1922-12-07-a-i0048,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1922-12-07-a-i0048
"Les collaborateurs et les collaboratrices de l'HOTEL TOURING AU LAC, du CINÉMA PALACE et du CINÉMA CAPITOLE à Bienne ont le profond regret de faire part du décès de Madame Germaine LESEGRETAIN Par son travail, son dynamisme et son dévouement, Madame Lesegretain a contribué grandement au développement de l'entreprise familiale. Nous lui en serons toujours reconnaissants. ",EXP-1972-02-29-a-i0033,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1972-02-29-a-i0033
"^^PRiXCHOCJ^ ^JUk.CaissettesetPotsggB ^^^ BH |^^^ pour fleurs nUffl pl ^^^^ -^en«STYROPOR»^^m _^ ^^¦ ^^^ 40 cm 50 cm 60 cm SO cm _^ g _ BBmm \ ^""J20-J60-J802,60 -^&£$& ^^^^^^^ 14 cm 16 cm 18 cm 20 cm _^ fÊ W ^^^-.35-.50-.60-.80^Zl AttÉÊÊB^Arrosoirs«ni»!, ^en«POLYSTYROLE»mJZT* _jtffcj / Sr 3 litres 8 litres 10 litres 13 litres a ®""""""""^ ^^A250 4.-450 580 ^y^ ^_W _^'timbres coop ou 5 % rabais _^ î _^ iÈÉ 8 _^ . JLmâ _^'ifàtl h ,. _^ yÊÊLaWw _^ ÊÊriHsiWÊ_\\%'¦""ÏÏWW,^^T^SS*SSKPSR^^3^^lk jÊ & W _P ^' _-'_- ~ viv. vB WWkm WFJ & % _imr _Yj _& y _' jir _* H ^^ 88 _^. MW^^^^^^^^ffî':wMr/WWm*B'*B{g_w_&t_mwlk ÊBW WW _$ tMF AB _\\__ garn mWàm «*^ EL _* Yma. _~ ^& _r mil 8r\^^^^Ê^^^^ÊBS^ÊÊL^^ÊS^Bk ^m ",EXP-1972-04-14-a-i0505,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1972-04-14-a-i0505
"Réception des ordres : jusqu'à 22 heures Quand le soir fut venu, le Seigneur leur dit : Passons sur l'autre rive. Marc 6 : 45. Madame Aline Feuz-Oppliger, ses enfants, petits-enfants et arrière-petits-enfants, à Montmollin ; les enfants, petits-enfants et petits-enfants de feu Fritz Oppliger-Geiser ; Madame Ida Monnier-Oppliger, ses enfants et petits-enfants, à Peseux ; Madame Charles Oppliger-Wingeyer, ses enfants, petits-enfants et tits-enfants, à Cortaillod ; Monsieur et Madame Emile Oppliger-Scherz, leurs enfants et petits-enfants, à Concise ; Mademoiselle Bertha Oppliger ; Monsieur et Madame Henri Oppliger-Wingeyer, leurs enfants, petits-enfants et arrière-petits-enfants, à Saint-Imier ; Madame Fanny Schertenleib-Oppliger, ses enfants et petits-enfants, à Marin ; Monsieur Robert Oppliger-Klotzli, ses enfants et petits-enfants, à Delémont ; Monsieur Arthur Oppliger ; Monsieur Otto Krebs-Oppliger, ses enfants et petits-enfants, à Cornaux ; Madame Numa Oppliger-Maurer, ses enfants et petits-fils, à Villiers ; les familles Oppliger, Maurer, Amstutz, Sauser et Bourquin, ont le chagrin de faire part du décès de Mademoiselle Emma OPPLIGER leur chère et regrettée sœur, belle-sœur, tante, grand-tante, et cousine, que Dieu a reprise à Lui, à l'âge de 89 ans. 2206 Les Geneveys-sur-Coffrane, le 10 août 1972. Même quand je marcherai dans la vallée de l'ombre de la mort, je ne craindrai aucun mal. Car Tu es avec moi. ..- --. Ps. 23 s 4. L'ensevelissement aura lieu samedi 12 août, à Coffrane. Culte au temple, à 14 heures. Cet avis tient lieu de lettre de faire part ",EXP-1972-08-11-a-i0040,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1972-08-11-a-i0040
"Madame Otto Weissbrodt-Monnin, à Cressier ; Monsieur et Madame René Zwahlen-Weissbrodt et leurs enfants, à Moutier ; Monsieur et Madame Armin brodt-Stettler et leurs enfants, à Cressier ; Monsieur et Madame Franz Graf-Weissbrodt, à Bremgarten (AG) ; Madame Renée Monnin-Weissbrodt, à la Chaux-de-Fonds, ses enfants et petitsenfants ; Madame Nelly Biasca-Weissbrodt, au Landeron, ses enfants et petits-enfants ; Monsieur et Madame Numa Monnin-Schiller, à Sonceboz, leurs enfants et petits-enfants ; les familles parentes et alliées, ont le chagrin de faire part du décès de Monsieur Otto WEISSBRODT leur cher époux, papa, grand-papa, frère, beau-frère, oncle, parent et ami, que Dieu a rappelé à Lui, dans sa 65 me année, après une longue maladie. 2088 Cressier, le 29 septembre 1972. (Route de Neuchâtel 22) Je lève mes yeux vers les montagnes... D'où me viendra le secours ? Le secours me vient de l'Eternel Qui a fait les cieux et la terre. Ps. 121 : 1-2. L'incinération aura lieu à Neuchâtel, lundi 2 octobre. Culte à la chapelle du crématoire, à 11 heures. Domicile mortuaire : pavillon du cimetière de Beauregard, Neuchâtel. Cet avis tient lieu de lettre de faire part ",EXP-1972-10-02-a-i0091,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1972-10-02-a-i0091
